id	turn1	turn2	turn3	label
5426	And because He’s a God of Love, He is also a God of Justice. He will punish Evil!	Define ALL.	Matt 7:21 “Not everyone who says to me, ‘Lord, Lord,’ will enter the kingdom of heaven, but only the one who does the will of my Father who is in heaven.	others
5427	Y’all remember when 15/g was normal........growth.	Can’t believe we used to put up with that	Maaaaan that was when smoking was a privaledge and not a necessity.	others
5428	what time do you come on tonight friend	In Miami tonight??? Where at?	Magic city dome or something like that. It’s right next to magic city studios	others
5429	Lmfaooooo how you don’t know how serious a marriage is? A MARRIAGE	Mfs be swingers n what not and cardi did say verbatim “if u meet some bitches bring em to mama, u know what kinda hoes I like” lmao	Bring them to mama not go fuck them and not have me involved lol & Swingers typically have mutual agreements so if they were indeed in a swinging marriage i don’t think cardi would be divorcing him over this	others
5430	Where should Bath play whilst the Rec is being redeveloped?	I think they should go on tour, 16 cities with 16 games spreading the Bath message.... alternatively 16 Clashes	They could play in every EU capital on James Dyson's Magical Brexit Tour.	others
5431	Now over 48 hours. great job,	Hi Alex! We are here to help under our new twitter URL at can you send us a DM so we can further assist? ^LG	Have sent you a response, but look, I have already re-sent it once, about 34 hours ago, to help@crave.ca and received no reply. So I;m getting pretty skeptical about your ability to help.	others
5432	cc	SPENCER! This is why we got along so well. Also you have a great memory.	It's only atrophied with age, but I'm never ever going to forget that story	others
5433	What game besides skyrim can I play	old school runescape	god i cant even remember how to start playing runescape	others
5434	I wanna send you a weekly Amazon gift cards my queen please accept my gift I beg you	Please look at my wish list	Please I will send you Amazon gift cards. You don't even have to give me your email or anything I just can send you a picture of the code	others
5435	While there last night, took this high-quality video of Mariners’ player walls outside Safeco Field. Except here’s where they are now: Yankees, Rays, Mets, M’s, M’s, Rays, Phillies, M’s, M’s, Mets, M’s, M’s, M’s	short-film oscar nomination coming shortly.	I’d like to thank my phone for this nomination.	others
5436	I feel like I’ve been fighting off a cold for 6 weeks. Over it.	I think I’m finally almost over mine. Almost.	Geez Louise. That’s encouraging.	others
5437	When people show movie clips in there keynote presentations at work I want to launch my entire being out THE FUCKING WINDOW!	*their	I was so fucking angry I forgot how to write! I’m sorry!	others
5438	Service fees on concert tickets have got to be one of the worst things ever	It’s how the company makes money	$12 per ticket!? Ridiculous.. shut your face Ryan	others
5439	Merry Christmas to allfrom  DO YOU THINK BEFORE CHRISTMAS?	Charges dropped ?right	No, he’s just not getting prison time. Mueller has him down as a convicted felon that’s why he needs a pardon.	others
5440	"It's still the same day for me. ""Bark"" how polite of you."	Just block that account... funny that all her followers are defending her. Is she a bts member or something hehe. They are not even joon stans. We know how it is bc we pay attention to soo many incidents with the “ot7” now I just block them :), who cares.	Sigh... I think I shouldn't have messed with 6k followers accounts	others
5441	Lately I’ve been thinking a lot about how far I have come and grown. I am so god damn proud of myself for the progress I have made	Preach boo! You deserve that self love	ur my fav	others
5442	*ahem*I need another piercing	Same, my job won’t let me have any more face piercings tho and I don’t really want any others :(	I have the same issue T.T	others
5443	“Cleveland is increasingly motivated to move Trevor Bauer or Corey Kluber, sources tell Yahoo Sports.” What a lovely sentence.	I think Bauer tweeted himself into this convo Few weeks back they were determined to move Carrasco and Kluber	Haha, I'll take either at the right price.	others
5444	am i the only one that isn’t up colliscools ass	Nope	i knew i liked u	others
5445	I'm probably gonna quit my myth.	UH NO	Idk.... I might...	others
5446	5 meeting day: completed Always Cheating Advice Shop: open We're opening up a special mini-edition of the Always Cheating Advice Shop. 100% accurate answers to your dilemmas for the next 15 minutes starting...now.	Are the days of the premium defender dead? No clean sheets in the midweek fixtures and they’ve been sparse over the last few weeks.	Alonso/Trent, even Robbo still offer a great ROI imo	others
5447	Am I the only one that prefers hugs, cuddles and such kinds of tenderness to actual s*x and fucking? Am I weird?	sounds like smth a virgin would tweet	Josh You ARE a Virgin.	others
5448	Avengers 4: Starálfur	Avengers 4: I Was a Teenage Anarchist	All I hear is the tune to Teenage Dirtbag...	others
5449	One of the most pervasive sexist ideas that exists in our culture is that the mistress is responsible for the affair. The husband is responsible. Every other woman in the world is not there at the moment a man marries a woman, sharing in those vows. He did this. Not her.	Takes two too tango.	And it takes two people to make a marriage. The mistress is not one of them	others
5450	one warm shouto for the birthday girl	REI SHUT UP THIS IS THE MOST BEATIFUL THING IVE EVER SEEN IN MY LIFE IM SO IN LOVE I LOVE YOU AHHHH ASKJDLKASJDKSD	im glad u like it argh ily	others
5451	Today a group of Year 6 children learnt the meaning of DOB... They have now decided that birthdays are called ‘DOBdays’. Amazing.	Love this!	it was so funny	others
5452	i was so happy because my brother called me from his school but then my parents called and i just got a lecture for this fucking exam i bombed despite studying like a bitch for it. now i hate myself. thanks :)	girl honestly you should try an EVS, leave France for a bit	I'm not really interested tbh. I plan on leaving France later but I'm just not ready.	others
5453	this is amazing but also why does higher education in the us cost so much, 250k will only be enough to cover for one student's full ride to uni? ONE?	As an American in uni...I really don’t know. Not like the money I’m paying the school is going to anything nice or useful	damn, yall paying that much and yall suffering just like us	others
5454	i'm 23 today, i got the balloons, and i'm ready to be showered with birthday wishes	HAPPY BIRTHDAY TO MY FAVORITE COMIC SUPPLIER AND FELLOW MILES MORALES FANGIRL I hope you'll have the absolute best day because you deserve it!!!	THANK YOU, LOVELY i had an a+ day!!!	others
5455	Phyllis Hyman albums are what Adele thinks her albums are.	thibdsybjkmmmkkk	I don't think I lied.	others
5456	May as well let them drive and go to the pub as well eh? Peak stupidity. Give six-year-olds a vote, says Cambridge University head of politics	Speechless	I think universities need a thorough clean out. Some of the utter garbage being spewed by supposedly smart people is unbelievable.	others
5457	I love that I can have headphones in and no one knows what I’m listening to. Who am I head banging to in the library? blink-182? Elvis? Zeppelin? Trans Siberian Orchestra? u may never know	Exclusively Yung Gravy	U see right through me	others
5458	Texting this guy I’ve had a crush on for a hot minute now. And I literally have to stop myself from wanting to talk about weird shit.	No you don't. You be you, you're perfect that way.	You little angel. I love youuuu.	others
5459	I’m getting more into Red Dead finally. But my biggest issue with the game is I’m terrible at video games	That’s what happens when you only play one like every 8 years	I’ll beat you in nascar you take that back	others
5460	‘I could see he was edgy, his shoulders hunched and his eyes darting around our surroundings.’ ~	I plan to do a 24h readathon during my christmas break and I hope to have enough time to read Saving Death bc I can’t wait to read it!!	That sounds awesome!!I cant wait for you to read it!	others
5461	Being on the bubble is a good thing. Not being in the conversation for in or out in a month that's when	How is Minnesota first four out considering they’ve beaten a ranked opponent and have impressive wins against HM teams... was the loss at BC really a bad loss?	Ohio St loss by 20 did it	others
